# This file is generated on 06-Dec-2021 at 11:29:41 and contains for each site, each satellite, frequency:
# att_rain = attenuation due to rain (dB); hr = mean rain height above sea level (km); R001 = Rain rate for 0.01 percente time of average year; k = k factor for rain attenuation; alpha = alpha factor for rain attenuation.
# All parameters are computed by: ITU-R P.618-10 model.
# Attenuation due to clouds results are sorted acording to the site identification number:
#    _ 1 = Budapest (Lat = 4.7498e+01 deg, Lon = 1.9040e+01 deg, Alt = 5.2700e-01 km)
# Stored values are organised as follow:
# Site number, Satellite number, Frequency (GHz), Elevation angle (deg), Elevation probability (), Time exceeded (%), hr (km), R001 (mm/h), k, alpha, att_rain (dB)
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 6.0000e-01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.2664e+01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 9.5000e-01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 9.6448e+00
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 1.7000e+00, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 6.6962e+00
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 3.0000e+00, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 4.5898e+00
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 5.1000e+00, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 3.1637e+00
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 8.3000e+00, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 2.2119e+00
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 1.2000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.6696e+00
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 1.9000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.1611e+00
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 3.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 7.9814e-01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 4.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 6.2587e-01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 5.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 5.1635e-01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 6.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 4.4018e-01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 7.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 3.8395e-01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 8.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 3.4065e-01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 9.9990e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 2.7821e-01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 5.0000e-04, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.3776e+02
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 1.0000e-03, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.2545e+02
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 3.0000e-03, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.0136e+02
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 5.0000e-03, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 8.9336e+01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 1.0000e-02, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 7.3223e+01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 1.6000e-02, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 6.2841e+01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 2.7000e-02, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 5.2103e+01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 4.5000e-02, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 4.2643e+01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 7.7000e-02, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 3.3906e+01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 1.3000e-01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 2.6622e+01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 2.1000e-01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 2.0997e+01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 3.5000e-01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.6036e+01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 6.0000e-01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.1844e+01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 9.5000e-01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 9.0094e+00
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 1.7000e+00, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 6.2458e+00
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 3.0000e+00, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 4.2749e+00
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 5.1000e+00, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 2.9427e+00
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 8.3000e+00, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 2.0549e+00
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 1.2000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.5496e+00
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 1.9000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.0764e+00
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 3.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 7.3904e-01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 4.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 5.7910e-01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 5.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 4.7749e-01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 6.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 4.0686e-01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 7.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 3.5475e-01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 8.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 3.1464e-01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 9.9990e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 2.5682e-01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 5.0000e-04, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.3287e+02
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 1.0000e-03, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.2084e+02
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 3.0000e-03, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 9.7432e+01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 5.0000e-03, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 8.5791e+01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 1.0000e-02, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 7.0226e+01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 1.6000e-02, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 6.0215e+01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 2.7000e-02, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 4.9877e+01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 4.5000e-02, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 4.0782e+01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 7.7000e-02, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 3.2394e+01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 1.3000e-01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 2.5409e+01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 2.1000e-01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 2.0022e+01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 3.5000e-01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.5277e+01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 6.0000e-01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.1272e+01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 9.5000e-01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 8.5670e+00
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 1.7000e+00, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 5.9325e+00
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 3.0000e+00, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 4.0562e+00
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 5.1000e+00, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 2.7893e+00
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 8.3000e+00, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.9460e+00
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 1.2000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.4664e+00
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 1.9000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.0178e+00
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 3.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 6.9820e-01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 4.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 5.4680e-01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 5.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 4.5067e-01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 6.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 3.8388e-01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 7.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 3.3461e-01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 8.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 2.9671e-01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 9.9990e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 2.4208e-01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 5.0000e-04, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.2944e+02
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 1.0000e-03, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.1761e+02
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 3.0000e-03, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 9.4688e+01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 5.0000e-03, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 8.3317e+01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 1.0000e-02, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 6.8136e+01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 1.6000e-02, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 5.8386e+01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 2.7000e-02, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 4.8328e+01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 4.5000e-02, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 3.9487e+01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 7.7000e-02, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 3.1343e+01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 1.3000e-01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 2.4567e+01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 2.1000e-01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.9346e+01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 3.5000e-01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.4751e+01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 6.0000e-01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.0876e+01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 9.5000e-01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 8.2608e+00
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 1.7000e+00, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 5.7160e+00
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 3.0000e+00, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 3.9051e+00
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 5.1000e+00, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 2.6835e+00
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 8.3000e+00, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.8709e+00
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 1.2000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.4092e+00
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 1.9000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 9.7739e-01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 3.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 6.7009e-01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 4.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 5.2458e-01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 5.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 4.3223e-01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 6.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 3.6808e-01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 7.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 3.2077e-01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 8.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 2.8438e-01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 9.9990e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 2.3196e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 5.0000e-04, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.2710e+02
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.0000e-03, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.1541e+02
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 3.0000e-03, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 9.2819e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 5.0000e-03, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 8.1632e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.0000e-02, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 6.6715e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.6000e-02, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 5.7143e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 2.7000e-02, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 4.7275e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 4.5000e-02, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 3.8609e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 7.7000e-02, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 3.0630e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.3000e-01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 2.3996e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 2.1000e-01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.8888e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 3.5000e-01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.4395e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 6.0000e-01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.0607e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 9.5000e-01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 8.0536e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.7000e+00, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 5.5695e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 3.0000e+00, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 3.8030e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 5.1000e+00, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 2.6120e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 8.3000e+00, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.8202e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.2000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 1.3705e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.9000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 9.5017e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 3.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 6.5115e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 4.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 5.0961e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 5.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 4.1981e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 6.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 3.5744e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 7.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 3.1146e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 8.0000e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 2.7609e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 9.9990e+01, 3.0161e+00, 3.5896e+01, 1.1024e+00, 7.1656e-01, 2.2514e-01
