# This file is generated on 06-Dec-2021 at 11:45:48 and contains for each site, each satellite, frequency:
# att_scin = attenuation due to scintillation (dB).
# All parameters are computed by: ITU-R P.618-10 model.
# Attenuation due to clouds results are sorted acording to the site identification number:
#    _ 1 = Budapest (Lat = 4.7498e+01 deg, Lon = 1.9040e+01 deg, Alt = 5.2700e-01 km)
# Stored values are organised as follow:
# Site number, Satellite number, Frequency (GHz), Elevation angle (deg), Elevation probability (), Time exceeded (%), att_scin (dB)
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 1.2000e+01, 9.6395e-02
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 1.9000e+01, 6.6669e-02
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 3.0000e+01, 3.6061e-02
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 4.0000e+01, 1.6134e-02
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 5.0000e+01, 2.8547e-04
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 6.0000e+01, -1.2939e-02
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 7.0000e+01, -2.4325e-02
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 8.0000e+01, -3.4347e-02
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 9.0000e+01, -4.3315e-02
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 9.9990e+01, -5.1435e-02
